Mstr Cust Acct Cd,Acs Cust Acct Cd,Customer Name,Cust Status Cd
XCADO,XCADO,CARDOMEDIC SA,I
XCADT,XCADT,CENSA ALUMINYUM DIS TIC. VE SAN. LTD. STI,A
XCAED,XCAED,CARIBBEAN EXPRESS DESPACHOS ADUANEIROS E REPRES. LTDA.,I
XCAEE,XCAEE,M/S. CAPITAL ELECTRICAL EQUIPMENT WLL,A
XCAEL,XCAEL,CALYANI ELECTRONICS LLC,I
XCAEP,XCAEP,CANRO COCO PEAT (PVT) LTD,I
XCAFAN,XCAFAN,CASAFAN GMBH,A
XCAFE,XCAFE,"E-CAFE, EXPORTADORA DE CAFE DE CHIAPAS SA DE CV",A
XCAFF,XCAFF,CAFFARENA S.A.,A
XCAFI,XCAFI,CANRO FIBRE EXPORTS (PVT) LTD,I
XCAGA,XCAGA,"CHANGZHOU ABILITY GARMENTS CO.,LTD",A
XCAGC,XCAGC,"CAMWILL GLOBAL CO., LTD",I
XCAGE,XCAGE,CAPITAN GENERAL TRADING,A
XCAGI,XCAGI,CARGILSS QUALITY DAIRIES (PVT) LTD,A
XCAGO,XCAGO,CALLAWAY GOLF SOUTH PACIFIC,I
XCAHA,XCAHA,"CALICO HARDWOODS, INC",I
XCAHE,XCAHE,"CABLES Y HERRAMIENTAS, S. A.",I
XCAHO,XCAHO,"CARE HORIZON EST, FOR MEDICAL EQUIPMENT",I
XCAHY,XCAHY,CANNON HYGIENE KELMSCOTT,I
XCAIC,XCAIC,CARGIL INTERNATIONAL CORP.,I
XCAIE,XCAIE,CAPITAL INDUSTRIAL ENTERPRISES PVT. LTD,I
XCAIN,XCAIN,CASABLANCA INDUSTRIES PVT. LTD,I
XCAIS,XCAIS,CARMICHAEL INTERNATIONAL SERVICE,I
XCALA,XCALA,CHECKPOINT APPAREL LABELLING SOLUTIONS INDIA PVT LTD,I
XCALE,XCALE,CARRIER (THAILAND) LIMITED,I
XCALG,XCALG,CALLAWAY GOLF COMPANY,A
XCALI,XCALI,"CAL INTERTRADE CO.,LTD.",I
XCALLA,XCALLA,CASTELLANOS CARGO,A
XCALM,XCALM,"MARELLI MEXICANA, S.A. DE C.V.",A
XCALO,XCALO,CASETH LOGISTIC,I
XCALOT,XCALOT,CASETH LOGISTICS(S) PTE LTD,I
XCALP,XCALP,CARAVEL LOGISTICS PRIVATE LIMITED,I
XCALQ,XCALQ,CA LIQUIDATORS INC.,I
XCALT,XCALT,CAT-LARRY,I
XCAMA,XCAMA,"CA MANAGEMENT SVCS, LLC",I
XCAMB,XCAMB,CAMBUCI S.A   -  CNPJ: 61.088.894 / 0029-09,I
XCAMC,XCAMC,"CAMACO, LLC",I
XCAME,XCAME,CAMAL ENTERPRISES,I
XCAMM,XCAMM,CARRIERS MERCANTILE AND MARINE LLC,I
XCALU,XCALU,COLOSSUS APPAREL LIMITED (UNIT-2),I
XCAMO,XCAMO,CAMIONES Y MOTORES S.A,I
XCANA,XCANA,CANAAN GROUP,I
XCANAF,XCANAF,CASA NAFTA,I
XCANO,XCANO,CANON FINETECH (SUZHOU) BUSINESS MACHINES INC,I
XCANON,XCANON,CANON MIDDLE EAST FZ-LLC,I
XCANT,XCANT,CANTERBURY OF NEW ZEALAND LTD,I
XCANZ,XCANZ,CANTERBURY OF NEW ZEALAND LTD,I
XCAPA,XCAPA,CALPAC LOGISTICS LTD,I
XCAPAR,XCAPAR,CAPARO ENGINEERING INDIA PVT. LTD.,I
XCAPE,XCAPE,CARGO PARTNER LOGISTICS INDIA PVT LTD,I
XCAPG,XCAPG,COLOUR APPAREL GARMENT (CAMBODIA) CO.LTD,I
XCAPH,XCAPH,"COOPERATIVA APCOLA PIONERA DE HONDURAS, LIMITADA (COAPIHL)",I
XCAPI,XCAPI,CAP AGROPECUARIA E INDUSTRIAL LTDA,I
XCAPL,XCAPL,CAPRICORN LOGISTICS,I
XCAPO,XCAPO,CAPRICE LOGISTIC COMPANY,I
XCAPOS,XCAPOS,"CARGO PACIFIC OVERSEA CO., LTD.",I
XCAPT,XCAPT,"CHANGHWAN PRECISION TERMINAL CO,LTD",I
XCARA,XCARA,CALERA CORP,I
XCARC,XCARC,CARGO CORPORATION,I
XCARE,XCARE,CAMINO REAL ENERGY SOLUTIONS TECHNOLOGIES DE MEXICO SA DE CV,A
XCARGO,XCARGO,CINFINITY CARGO LOGISTICS LIMITED,I
XCARI,XCARI,CARMICHAEL INTERNATIONAL SERVICE,A
XCARL,XCARL,CARL WIN INTERNATIONAL LTD.,I
XCARP,XCARP,CAR - PARTS COMPANY,I
XCARPO,XCARPO,CARPO LOGISTICS LTDA,I
XCARTT,XCARTT,CARHARTT INC.,I
XCARY,XCARY,CALRAYS GMBH,I
XCASA,XCASA,CAMEXIM SA DE CV,I
XCASI,XCASI,CANON SINGAPORE PTE LTD,A
XCASP,XCASP,CA SPORTS,I
XCASPI,XCASPI,CASPIAN CHEMICAL FZCO,I
XCAST,XCAST,CASTELLO 1935 INC.,I
XCATA,XCATA,CAPITAL LOGISTICS CHB CORP.,I
XCATC,XCATC,CAPITAL TRANSPORT & TRADING COMPANY PVT LTD,I
XCATE,XCATE,THE WILLIAM CARTER COMPANY,A
XCATL,XCATL,C A TRANS LOGISTICS,I
XCATP,XCATP,CATERPILLAR JAPAN LTD.,I
XCATRA,XCATRA,CARGO TRADING INTERNATIONAL,A
XCATT,XCATT,"CAESAR INTERNATIONAL LOGISTICS CO., LTD.",I
XCAUH,XCAUH,CARGA URGENTE DE HONDURAS,I
XCAUK,XCAUK,CAMIO USA KNITWEAR LTD,I
XCAUSA,XCAUSA,CANUSA,I
XCAVE,XCAVE,CARIBE GE VEGA BAJA,I
XCAVL,XCAVL,CARVEL D.O.O,I
XCAVO,XCAVO,CAVE GONTERO S.R.L. UNIPERSONALE,I
XCAVS,XCAVS,CARLOS ALONSO VARGAS SOTO,A
XCBAD,XCBAD,CADBURY ADAMS (THAILAND) LIMITED,I
XCBAL,XCBAL,CRESCENT BAHUMAN LTD,A
XCBBD,XCBBD,CYBERBOND LLC,I
XCBBW,XCBBW,CAMBODIA BREWERY LIMITED,I
XCBDC,XCBDC,"CASI BEANS DALIAN CO., LTD.",I
XCBFB,XCBFB,COMBINED FABRICS LTD,I
XCBGI,XCBGI,CAMBRIDGE GARMENTS INDUSTRIES (PVT) LTD.,A
XCBHT,XCBHT,CEEBROS HOTELS PVT. LTD,I
XCBIN,XCBIN,CASA BRANDS INDIA PVT. LTD.,I
XCBIP,XCBIP,CHUMBOON IRON-PRINTING & TIN-MAKING CO.LTD,I
XCBLL,XCBLL,CHERRY BROS LLC DBA CHERRYDALE FARMS,I
XCBLT,XCBLT,CERAIS BRAMIL LTDA,A
XCBMS,XCBMS,CV. BIMA MANDIRI SUKSES,A
XCBMSA,XCBMSA,"CENTRO DE BELLEZA MEW, SOCIEDAD ANONIMA",A
XCBNF,XCBNF,"CHINA-BASE NINGBO FOREIGN TRADE CO., LTD",A
XCBPL,XCBPL,CV BIMA PERSADA LOGISTIC,A
XCBPT,XCBPT,COLIBRI PTE LTD.,A
XCBSB,XCBSB,"CIBALIUNG SUMBERDAYA,PT",I
XCBSL,XCBSL,CBS LTD,I
XCBTL,XCBTL,COMBOSS TECH LIMITED,I
XCBUV,XCBUV,CARBORUNDUM UNIVERSAL LIMITED,I
XCBWG,XCBWG,CARIBEX WORLD WIDE GUATEMALA,I
XCBWW,XCBWW,M/S. CEBARCO-WCT W.L.L,I
XCCAL,XCCAL,CHIAPHUA COMPONENTS (AUTOMOTIVE) LIMITED,A
XCCAP,XCCAP,COAST TO COAST AUS PTY LTD,I
XCCAU,XCCAU,COAST TO COAST AUSTRALIA PTY LTD,A
XCCBD,XCCBD,COTTON CLUB (BD) LTD.,I
XCCCL,XCCCL,CLASSIC COTTON CLIPS,I
XCCCO,XCCCO,COMMITTED CARGO CARE PVT LTD,I
XCCCP,XCCCP,CHINA CREATION COMPANY,I
XCCDP,XCCDP,CROWN CITY DEVELOPERS (PVT)LTD,I
XCCED,XCCED,CIRANDA CULTURAL EDITORA E DISTRIBUIDORA LTDA,A
XCCEE,XCCEE,"CHANGCHENG ELECTRICAL EQUIPMENT GROUP CO.,LTD",I
XCCER,XCCER,CLASSIC CERAMICS LTD,I
XCCF,XCCF,CCF LIMITADA,A
XCCGT,XCCGT,C&C GARMENTS LTD.,I
XCCH,XCCH,COMPANIA CERVECERA HERCULES SA DE CV,A
XCCHE,XCCHE,CHAITANYA CHEMICALS,I
XCCI,XCCI,CHILE CARGO INTERNATIONAL S.P.A.,A
XCCIG,XCCIG,CCI GLOBAL LOGISTICS PTY LTD,A
XCCIN,XCCIN,CEECEE INTERNATIONAL INC,A
XCCIP,XCCIP,COLORLINES CLOTHING INDIA PRIVATE LTD,I
XCCKH,XCCKH,CV . CIPTA KARYA HARMONY,A
XCCKS,XCCKS,CV.CHANDRA KARYA SENTOSA,A
XCCL,XCCL,CORETRANS COMERCIAL LTDA,A
XCCLB,XCCLB,CCL LABELS,I
XCCLI,XCCLI,CCL INDUSTRIAL MOTOR LTD.,I
XCCLL,XCCLL,CHANCELAND LEATHERWARE LIMITED,I
XCCLN,XCCLN,CASCADIA CONTAINER LINE INC.,I
XCCLP,XCCLP,CCL PHARMACEUTICALS (PVT.) LTD.,A
XCCMC,XCCMC,CIMTEX COMPOSITE MFG CO LTD,I
XCCML,XCCML,CLIFTON COTTON MILLS LTD.,I
XCCMP,XCCMP,COCA-COLA MILWAUKEE PLANT,I
XCCMS,XCCMS,CENTROTRADE COMMODITIES MALAYSIA SDN BHD,A
XCCNT,XCCNT,COCONUT REVOLUTION,A
XCCOE,XCCOE,COLOMBO COIR EXPORTERS,I
XCCOF,XCCOF,COLOMBO COFFEE COMPANY (PRIVATE) LIMITED,I
XCCOL,XCCOL,CHINA CONTAINER LINE (SHA) LIMITED,I
XCCOP,XCCOP,"CONTINENTAL COMMERCIAL PRODUCTS, LLC",I
XCCPC,XCCPC,"COMPAA CENTROAMERICANA DE PAPELES Y CARTONES, S. A./COPACASA",I
XCCPL,XCCPL,CREATIVELINE COTSPIN PRIVATE LIMITED,I
XCCPT,XCCPT,CERAMICA PORTINARI S.A.,I
XCCSA,XCCSA,COCESNA,I
XCCTL,XCCTL,CON CENTRA TRADING LIMITED,I
XCCWI,XCCWI,CHEE CHEN WEI,A
XCCWW,XCCWW,"CHANGLE CITY WANG WEI PLASTICS CO., LTD",I
XCDBD,XCDBD,CHENGDU BODE PETROLEUM EQUIPMENT MANUFACTURING CO.LTD,I
XCDBK,XCDBK,CANDLE BARK CREATIONS,A
XCDCG,XCDCG,CDC GROUP,I
XCDET,XCDET,CD EXPORTS PTE LTD,A
X1CGL,XCDFS,CODDY FASHION LTD.,A
XCDIT,XCDIT,CORDOVA INTERNATIONAL BUSINESS,I
XCDLP,XCDLP,CARSON DELLOSA PUBLISHING,I
XCDMI,XCDMI,"CASTLE DOOR AND MILLWORK, INC.",I
XCDMT,XCDMT, CHANGDAE MACHINERY TECHNIQUE CO. LTD.,I
XCDOP,XCDOP,CARDS ONLY PTY LTD,A
XCDRA,XCDRA,CONDURA,A
XCDSV,XCDSV,"CHENGDU SYLVIA CORP., LTD.",I
XCDTI,XCDTI,"CHANGZHOU DONGTENG INTERNATIONAL TRADE CO.,LTD",I
XCDYC,XCDYC,CHANGDE DINGYUAN CHEMICAL IND. LTD.,I
XCEAP,XCEAP,CELEBRATIONS APPAREL LTD,I
XCEAT,XCEAT,CEAT LIMITED.,I
XCEBR,XCEBR,COMPALEAD ELECTRONICA DO BRASIL INDUSTRA E COMERCIO LTDA,A
XCEBV,XCEBV,CROCS EUROPE B.V.,A
XCECA,XCECA,CONSTRUCTORA ECORA S.A.,I
XCECE,XCECE,CERAMAX CERAMIC TECHNOLOGY CO. LTD,I
XCECLN,XCECLN,CEC LINES,I
XCECO,XCECO,CELLSTAR DE COLOMBIA LTDA,I
XCECS,XCECS,CONFECCOES E COMERCIO SPRING LTDA,A
XCEDE,XCEDE,CONE DENIM (JIAXING) LIMITED,I
XCEDI,XCEDI,CENTURY DISTRIBUTION SYSTEMS COLOMBO,I
XCEDU,XCEDU,CENTRE WEST INDUSTRIAL SUPPLIES SDN BHD,I
XCEEE,XCEEE,CEE ENGINEERING PVT LTD,I
XCEEG,XCEEG,"CEEG(NANJING) SOLAR ENERGY RESEARCH INSTITUTE CO.,LTD",I
XCEFA,XCEFA,CEVA FREIGHT MANAGMENT DO BRASIL LTDA.,I
XCEFI,XCEFI,"CONSULTORES EN ESTRATEGIAS Y FINANZAS, S.A.",I
XCEFO,XCEFO,CENTRAL FOUNDRY PTY.LTD,I
XCEFT,XCEFT,CEYLON FRESH TEAS (PVT) LTD.,I
XCEFW,XCEFW,"CHINA EAST FUJIAN WUYI ELECTRIC NACHINERY CO., LTD.",I
XCEGC,XCEGC,CHETNA ENGINEERING CO.,I
XCEGE,XCEGE,CRESCENT AGENCIES,I
XCEHO,XCEHO,CENTRAL HOSPITAL (PVT) LTD,I
XCEIE,XCEIE,CHINALIGHT EVERBRIGHT IMPORT & EXPORT CORPORATION,I
XCEIF,XCEIF,CENTEX INT'L FREIGHT & FORWARDING (XIAMEN),I
XCEIL,XCEIL,CEI SUPPLY CHAIN (PVT.) LIMITED,I
XCEIS,XCEIS,CEI SUPPLY CHAIN KARACHI,I
XCEKT,XCEKT,COMERCIALIZADORA EKT S. A. DE C. V.,A
XCELA,XCELA,CELLMARK M.E. LLC,I
XCELE,XCELE,CEILAN ENTERPRISES,I
XCELI,XCELI,CELITE PACIFIC LIMITED,I
XCELK,XCELK,CE LINK LIMITED,I
XCELL,XCELL,COMPENSADOS E LAMINADOS LAVRASUL S/A,I
XCELO,XCELO,DO NOT USE,I
XCEM,XCEM,CEM,I
XCEMCO,XCEMCO,CEMCO COMERCIAL,I
XCEME,XCEME,CHEMCENTRE,I
XCEMG,XCEMG,CEM GLOBAL LLC,I
XPOTE,XCEMI,CONFECCIONES MONZINI S. A. DE C. V.,A
XCEMK,XCEMK,CELINE MARKETING CORPORATION,A
XCENF,XCENF,"CHEN EN FOOD PRODUCT ENTERPRISE CO., LTD.",I
XCENT,XCENT,M/S.CHAWALA ENTERPRISES,I
XCENTX,XCENTX,"CENTEXSA, S.A.",A
XCEOIR,XCEOIR,CERTIFIED OILFIELD RENTALS LIMITED,I
XCEPA,XCEPA,COMERCIAL POPA Y CA. LTDA.,A
XCEPL,XCEPL,CANRO EXPORTS (PVT) LTD,I
XCEPZ,XCEPS,"COMIDAS E INDUSTRIAS ESPECIALIZADAS DE EL SALVADOR, LTDA. DE C. V.",A
XCEPSA,XCEPSA,"COMERCIAL ESCOBAR PORTILLO, SOCIEDAD ANONIMA",A
XCEPU,XCEPU,CAMELBAK PRODUCTS LLC,I
XCEPZ,XCEPZ,COMIDAS ESPECIALIZADA S. DE R. L.,A
XCEQC,XCEQC,CROWN EQUIPMENT CORPORATION,I
XCERA,XCERA,CERAMIAS S.A.S,I
XCERC,XCERC,CEYMACK RUBBER CO.LTD,I
XCERE,XCERE,"CENTRAL RESTAURANTS GROUP CO., LTD.",A
XCEREA,XCEREA,"QUANZHOU CEREALS, OIL&FOODSTUFFS IMP&EXP CORP",I
XCERU,XCERU,M/S.CEYMAC RUBBER CO.LTD,I
XCES,XCES,"CONDUCTORES ELECTRICOS, S.R.L. DE C.V.",A
XCESA,XCESA,CENTRA S.A.,I
XCESH,XCESH,CEYLON SHIPPING CORPORATION LTD,A
XCESI,XCESI,CEEKAY SHIPPING SERVICES LLC,I
XCESU,XCESU,CELERITY SUPPLY CHAIN (PVT) LTD,I
XCETA,XCETA,CHANGZHOU EAST TEXTILE & APPAREL CO.LTD,I
XCETI,XCETI,CRESCENT INTERNATIONAL (PVT) LTD,I
XCETP,XCETP,CERACON TILES PVT LTD,I
XCETT,XCETT,CHINA ELEC-TRANS INTERNATIONAL SERVICE LTD,I
XCEUT,XCEUT,CHUAN EU INTERNATIONAL PTE LTD.,I
XCEVE,XCEVE,CREACIONES VANTAGE,I
XCEWE,XCEWE,CEWE COLOR AG & CO. OHG,I
XCEYO,XCEYO,CEYLON CATCH (PVT) LTD.,I
XCEZC,XCEZC,CHINA ELECTRONICS ZHEJIANG COMPANY,I
XCEZL,XCEZL,"CENTRE ZONE LTD.,",A
XCFAS,XCFAS,CIRCLE FREIGHT INT'L AL-SUWAIKET(LTD)-CEVA LOGISTICS,I
XCFAT,XCFAT,"CONFECCIONES ATLANTIDA, S. DE R.L",I
XCFCL,XCFCL,CAN FLOW CONFECCOES LTDA,A
XCFCT,XCFCT,CONFECCIONES TEXTIMAX S.A.,I
XCFDC,XCFDC,CONFIDENCE CREATORS,I
XCFEN,XCFEN,CFL GLOBAL (COMERCIAL OFFSHORE DE MACAU) LIMITADA,A
XCFEP,XCFEP,CONCORD FASHION EXPORT LIMITED,I
XCFET,XCFET,CHANGZHOU FOREIGN TRADE CORP,I
XCFEX,XCFEX,CLASSIC FOOD EXPORTS,I
XCFHD,XCFHD,CRESCENT FASHION AND DESIGN LTD.,I
XCFIN,XCFIN,CLEAR FREIGHT INTERNATIONAL,I
XCFIT,XCFIT,CITY FARM INTERFOOD CO.LTD.,I
XCFLEN,XCFLEN,CFL ENTERPRISE LTD.,I
XCFLT,XCFLT,C.F.L. ENTERPRISE LTD (HONG KONG),A
XCFSA,XCFSA,COMERCIALIZADORA FAMILY SA,A
XCFSC,XCFSC,CARGO FREIGHT STATION CHILE S.A.,A
XCFSL,XCFSL,CLASSIC FASHION CONCEPT LTD.,I
XCFSV,XCFSV,CARGO FREIGHT SERVICES (HK) LTD.,I
XCFTA,XCFTA,COMERCIAL FTA IN FIRE LTDA.,I
XCFTF,XCFTF,M/S.CHANGSHU FLEX-TEK THERMAL FLUID SYSTEMS MANUFACTURER CO. LTD,I
XCFTT,XCFTT,"CHANGSHU FOREIGN TRADE TRANSPORTATION CO.,LTD NINGBO BRANCH",I
XCFUC,XCFUC,CHIN FU INDUSTRIAL CORP.,I
XCFUS,XCFUS,CHANGSHU FU SHILAI MEDICINE AND CHEMICAL CO LTD,I
XCFWY,XCFWY,CHIEFWAY LANKA (PVT) LTD,A
XCFYF,XCFYF,COMFYFEET LLC,I
XCGAC,XCGAC,CAPITAL GARMENTS CORPORATION,I
XCGBV,XCGBV,CARGILL INTERNATIONAL SA,I
XCGFP,XCGFP,CAMBODIAN GROUNDNUT FACTORY PVT. LTD.,I
XCGGB,XCGGB,CARGA GLOBAL HONDURAS,I
XCGGL,XCGGL,CARGA GLOBAL S.A. DE C.V.,I
XCGGM,XCGGM,CHONGQING GOSO GENERAL MACHINERY CO. LTD,I
XCGIE,XCGIE,C.G IMPORT AND EXPORT,I
XCGIN,XCGIN,CREACT GLOBAL INC.,I
XCGLA,XCGLA,CIGALAH GROUP,A
XCGLF,XCGLF,CGL FLYING FISH LOGISTICS(SHANGHAI),I
XCGLG,XCGLG,"CHINA GLOBAL LOGISTICS CO.,LTD",A
XCGLT,XCGLT,COLUMBIA GARMENTS LTD,I
XCGMC,XCGMC,"CHANGZHOU GUANGZHOU MANCHURIA TRADING CO., LTD.",A
XCGMT,XCGMT,CARGO MASTERS,I
XCGOS,XCGOS,CARGOTEC SOLUTIONS LLC,I
XCGPA,XCGPA,COLGATE PALMOLIVE (VIETNAM)LTD.,A
XCGPC,XCGPC,CPL GROUP PUBLIC COMPANY LIMITED,A
XCGPK,XCGPK,CG PACKAGING CO. LTD.,I
XCGPA,XCGPV,COLGATE-PALMOLIVE (VIETNAM) LTD.(MY PHUOC BRANCH),I
XCGSA,XCGSA,"CARGA GLOBAL, S.A.",A
XCGSL,XCGSL,GLOBAL SOURCING SERVICE LIMITED,A
XCGTH,XCGTH,COGNIS THAI LTD,I
XCGTL,XCGTL,CYRUS GENERAL TRADING LLC,A
XCGWD,XCGWD,CARGO WORLD BRASIL LTDA.,I
XCHAA,XCHAA,CHAUDHRY AUTOS,A
XCHAD,XCHAD,CHANG AWARDS (1959) LIMITED.,I
XCHAG,XCHAG,CHAMAN CHEMICALS INDUSTRIES,I
XCHAMA,XCHAMA,"CHANGSHA MAY CHEMIS CO., LTD.",I
XCHANG,XCHANG,"CHANGZHOU ONE WORLD INTERNATIONAL TRADE CO., LTD",I
XCHAS,XCHAS,CHAS P. HAYLEY  &  CO  LTD,I
XCHAU,XCHAU,CANNON HYGIENE AUSTRALIA,I
XCHAYI,XCHAYI,"CHANGZHOU YIXIONG METAL CO., LTD.",A
XCHBE,XCHBE,CHAMELEON BEVERAGE CO,I
XCHBT,XCHBT,CHANCHAI BOOKSTORE,I
XCHCC,XCHCC,CHAHAD COTTON CLIPS,I
XCHCG,XCHCG,COMPREHENSIVE CARGO MANAGEMENT LTD.,I
XCHCH,XCHCH,CHUN CHEONG HARDWARE FTY LTD.,I
XCHCM,XCHCM,CHAOZHOU HUAJIA CERAMICS MANUFACTORY,I
XCHCO,XCHCO,"CHEMEMAN CO., LTD.",I
XCHECH,XCHECH,CHEMIHAAS (JIANGSU) CHEMICAL CO.LTD,I
XCHED,XCHED,CHONGQING HESHENGINDUSTRY CO. LTD.,I
XCHEM,XCHEM,"CHANDRA EXIM,PT",I
XCHEMC,XCHEMC,CHEMCROWN INTERNATIONAL LTD,A
XCHEMI,XCHEMI,M/S XINJIANG CHINA CHEMICALS CONSTRUCTION IMP.&EXP. COMPANY LTD.,I
XCHEN,XCHEN,"CHEN TAI FONG CO., LTD.",I
XCHEPH,XCHEPH,CHEVRON PHILLIPS CHEMICALS,I
XCHFC,XCHFC,"CREATIVE HOME FURNITURE CO.,LTD.",A
XCHFG,XCHFG,CHINA FAW GROUP IMPORT AND EXPORT CORPORATION,I
XCHFI,XCHFI,"CHOOMSIN FOOD INDUSTRY CO., LTD.",I
XCHFO,XCHFO,CHANGLE FOREIGN TRADE CORPORATION,I
XCHFW,XCHFW,CHIEFWAY (PVT) LTD,I
XCHGG,XCHGG,CHONGQING CHANG'AN MINSHENG APLL LOGISTICS CO.LTD,A
XCHGL,XCHGL,CHENMING (HK) LIMITED,I
XCHGT,XCHGT,CHAMPAN GARMENT CORP.,A
XCHHA,XCHHA,CHRIS HAMPTON,I
XCHHE,XCHHE,CHUNG HUN  ENTERPRISE CO.LTD,I
XCHHY,XCHHY,CHIU HUAN YEN,I
XCHIC,XCHIC,CHIC FRANCE S.A.,A
XCHIL,XCHIL,CHRISTGROUP INDUSTRY LIMITED,I
XCHIM,XCHIM,CHEMICAL IMPROVEMENTS,A
XCHIN,XCHIN,CHOUDHARY INTERNATIONAL,I
XCHIP,XCHIP,CHIPPENHOOK,I
XCHJF,XCHJF,CHUNG JUNG FILTER INDUSTRY CO.LTD,I
XCHJO,XCHJO,CHANG JO TECH,I
XCHKC,XCHKC,CHK CORPORATION,I
XCHKI,XCHKI,CHINA KIND ENTERPRISES LIMITED,I
XCHLG,XCHLG,CHILANG GMBH,I
XCHLO,XCHLO,CHINALAND LOGISTICS LTD,I
XCHLT,XCHLT,CHASING LIMITED,I
XCHMA,XCHMA,CHOURBAGI MODERNE AND CIE,A
XCHMS,XCHMS,CHEMEXC S. DE R.L,I
XCHNG,XCHNG,CLASSIC HOME AND GARDEN LLC,I
XCHNI,XCHNI,CHINA NEXUS INDUSTRY & TRADING(HK) LIMITED,I
XCHOQ,XCHOQ,CHONGQING YINGANG SCIENCE & TECHNOLOGY (GROUP) CO.LTD,I
XCHOS,XCHOS,CHIPPEL OVERSEAS SUPPLIES PTE LTD,I
XCHOY,XCHOY,CHONGQING HIJOY INDUSTRY GROUP CO.LTD,I
XCHPA,XCHPA,CHAPMAN LLC,I
XCHPB,XCHPB,CLASSICAL HANDMADE PRODUCTS BD,I
XCHPD,XCHPD,SOHO HOUSE LIMITED,I
XCHPI,XCHPI,CHEF PRO INTERNAIONAL LTD,I
XCHPL,XCHPL,CHASE PLENTY LIMITED,I
XCHPP,XCHPP,CHARAN PAADUKA IND. PVT. LTD.,I
XCHPV,XCHPV,CLARIDGES HOTEL PVT LTD,I
XCHRA,XCHRA,"CHEMETRON-RAILWAY PRODUCTS, INC.",I
XCHRU,XCHRU,CHENG SHIN RUBBER IND.CO.LTD.,A
XCHRW,XCHRW,C.H.ROBINSON WORLDWIDE LOGISTICS XIAMEN BRANCH,I
XCHSH,XCHSH,"CHEI-SHENN CO., LTD.",I
XCHSL,XCHSL,SPRAY MORET LLC DBA SPRAYGROUND,I
XCHSP,XCHSP,CHERAN SPINNER LIMITED,I
XCHSR,XCHSR,CHEMEX S. DE R.L,A
XCHTD,XCHTD,CHEMTEX TRADING CO WLL,I
XCHTI,XCHTI,CHINALIGHT TRI-UNION INTERNATIONAL CO.LTD,I
XCHTS,XCHTS,CHALUPA TRADING S.C.,A
XCHTT,XCHTT,CHINATRANS INTERNATIONAL LIMITED.FOSHAN BRANCH,I
XCHUC,XCHUC,CHINA HUANQIU CONTRACTING & ENGINEERING CORP COLOMBO OFFICE,I
XCHUD,XCHUD,CHIRAG UDYOG,I
XCHUG,XCHUG,"CHU HSING GARMENT (CAMBODIA) CO.,LTD",I
XCHUN,XCHUN,CHUN ON GLOBAL LOGISTICS PVT LTD,I
XCHUP,XCHUP,"CHAOAN HUA PENG CERAMICS CO,LTD",I
XCHVO,XCHVO,CHEKANIN VOVA,I
XCHVT,XCHVT,CHANVIN TEAS (PVT) LTD,I
XCHWK,XCHWK,"CHEF WORKS, INC.",I
XCIB,XCIB,CHP INTERNATIONAL BUSINESS IMPORTACAO E EXPORTACAO LTDA.,A
XCIBE,XCIBE,CHINA IMPORT BERATUNG C.I.B. GMBH,I
XCICC,XCICC,"COMPANIA INTERNACIONAL CHN COMERCIAL, SOCIEDAD ANONIMA",A
XCICL,XCICL,"CALACAM INVESTMENT CO., LTD.",I
XCICO,XCICO,"CIRCUIT CONNECT, INC.",I
XCIDI,XCIDI,CALIFORNIA DIRECT (GERMANY) GMBH,I
XCIEC,XCIEC,CHANSPORT INDUSTRIA E COMERCIO LTDA,A
XCIEX,XCIEX,CIEX COMERCIO IND EXPORTACAO LTDA,I
XCIFF,XCIFF,CATIC-RAF INTERNATIONAL FREIGHT FORWARDING XIAMEN LTD.,A
XCIFRA,XCIFRA,CIFRA MARKETING CORPORATION,I
XCIGO,XCIGO,CIRCLE GLOBAL LOGISTICS,A
XCIGP,XCIGP,C.I. GROUP PUBLIC COMPANY LIMITED,I
XCIHA,XCIHA,CINEX HANDEL GMBH,I
XCIFC,XCIFC,"CHINA INT'L FREIGHT CO., LTD. (KAOHSIUNG BRANCH)",I
XCILA,XCILA,CICLO LIGAS IND. COM. E RECICLAGEM DE METAIS E PLASTICOS LTDA.,I
XCILF,XCILF,CHINATRANS INTERNATIONAL LTD. FUZHOU BRANCH,A
XCILT,XCILT,CIPLA LTD,I
XCIMA,XCIMA,CAIM & ABLE,A
XCIMC,XCIMC,ZHANGJIAGANG CIMC SANCTUM CRYOGENIC EQUIPMENT CO. LTD.,I
XCIMP,XCIMP,COIMPRO,A
XCIOC,XCIOC,CIWONHWA CORP.,A
XCIPA,XCIPA,CEKAFORM ISTANBUL PLASTIK AMBALAJ SANAYI TICARET ANANIM SIRKETI,A
XCIPL,XCIPL,CARGILL INDIA PVT. LTD.,I
XCIPO,XCIPO,CRIMSON EXPORTS PVT LTD.,I
XCIPS,XCIPS,"COMPANIA INTERNACIONAL DE PRODUCTOS Y SERVICIOS, SOCIEDAD ANONIMA",A
XCISA,XCISA,"CORPORACION INDYKNIT, SOCIEDAD ANONIMA",A
XCISE,XCISE,CITY SOLAR ENERGY SYSTEMS INSTALLATION & MAINTENANCE LLC,A
XCISH,XCISH,COMPREHENSIVE INTERNATIONAL FREIGHT FORWARDERS LIMITED SHANGHAI BRANC,A
